Gene,Cox_coefficient,Raw_p-value,BH-adjusted_p-value,Median_Expression,Mean_Expression
CCDC92,0.2192,0.02,0.765454545,1058.8625,1128.325241
CPNE1,-0.2044,0.02,0.765454545,2093.0506,2326.007161
DHH,0.2163,0.02,0.765454545,5.1217,10.01026928
EN1,0.2226,0.02,0.765454545,129.832,168.5886523
ENTHD1,0.2446,0.02,0.765454545,1.382,5.472167974
DMTN,0.2335,0.02,0.765454545,420,597.8108418
FN3KRP,0.2107,0.02,0.765454545,1046.5863,1065.620449
GPR1,0.2237,0.02,0.765454545,17.4653,44.45683399
MUS81,-0.241,0.02,0.765454545,727.7364,761.6657944
SMIM10L2B,0.2134,0.02,0.765454545,62.0272,84.33851895
RIMBP2,0.2351,0.02,0.765454545,48.4086,93.24570458
VNN3,0.2403,0.02,0.765454545,1.2211,2.728419281
WIPI2,0.2416,0.02,0.765454545,2309.9192,2341.666024
ZNF451,-0.2179,0.02,0.765454545,548.3133,564.9609265
ZSCAN5A,-0.2084,0.02,0.765454545,95.9194,100.6276791
ACAP1,0.218,0.021,0.765454545,29.7317,39.41667745
ACP2,0.2176,0.021,0.765454545,1395.7822,1429.556747
CLPTM1L,0.2127,0.021,0.765454545,1677.7954,1720.74872
GNS,0.227,0.021,0.765454545,4040.6386,4796.467447
HOXD10,0.2312,0.021,0.765454545,108.7833,132.1716467
HSP90B1,0.2235,0.021,0.765454545,11071.2959,11886.05688
INPP5F,0.2075,0.021,0.765454545,521.4322,715.6645029
KLF10,0.231,0.021,0.765454545,956.6104,1053.063454
NMBR,0.2141,0.021,0.765454545,1.7664,2.427944118
NRXN2,0.2271,2.10E-02,0.765454545,2106.8473,2493.043226
OPN1SW,0.2297,0.021,0.765454545,4.0369,6.034219281
PYROXD2,0.2372,0.021,0.765454545,52.4366,72.77382353
RGS4,0.2362,0.021,0.765454545,165.6874,381.1874526
SCARB1,0.2364,0.021,0.765454545,1237.4139,1332.425951
SLC22A23,0.2119,0.021,0.765454545,925.2624,976.7318095
SPP1,0.2196,0.021,0.765454545,49801.0854,79510.94382
THSD7B,-0.2303,0.021,0.765454545,7.4865,12.56396078
TMEM179,0.2225,0.021,0.765454545,10.7896,19.66340556
TMEM17,0.2257,0.021,0.765454545,125.1489,145.2282069
ZNF230,-0.2197,0.021,0.765454545,128.0488,134.9674127
ZNF461,-0.2079,0.021,0.765454545,198.3728,216.5254464
ZNF644,-0.212,0.021,0.765454545,899.5311,917.7818703
ACTL6B,0.2292,0.022,0.765454545,55.3602,157.8885059
AMPH,0.2305,0.022,0.765454545,333.3333,419.6266203
B3GAT3,0.2315,0.022,0.765454545,1211.7008,1263.643991
CAMKK1,0.2147,0.022,0.765454545,226.1088,313.594017
FBXO30,-0.2184,0.022,0.765454545,458.4838,488.4254275
FAM110D,-0.2145,0.022,0.765454545,20.0938,25.39366601
None,0.2281,0.022,0.765454545,107.9036,121.4104098
MAP1B,0.207,0.022,0.765454545,10764.4857,12235.93873
MGAT5B,0.2095,0.022,0.765454545,277.5745,314.8565833
ZNRD1-AS1,-0.2162,0.022,0.765454545,40.2094,41.81996765
POLE3,-0.23803,0.022,0.765454545,2032.2921,2242.642771
PRTG,-0.2136,0.022,0.765454545,74.9343,105.1450745
SULF1,0.2129,0.022,0.765454545,431.6519,981.5897807
TAF9B,-0.2335,0.022,0.765454545,1146.8074,1189.967456
TCF12,-0.211,0.022,0.765454545,4481.4396,5115.29463
TSEN15,-0.2143,0.022,0.765454545,995.4099,1101.429052
TSN,-0.213,0.022,0.765454545,2279.8002,2363.297334
TSPAN4,0.2335,0.022,0.765454545,546.081,584.5942703
ZNF615,-0.1986,0.022,0.765454545,255.9806,269.6803415
ARHGAP12,-0.2182,0.023,0.765454545,847.2385,930.9922879
C10orf35,0.2204,0.023,0.765454545,125.2411,159.8682742
LRRC73,0.2138,0.023,0.765454545,43.9388,54.97594477
CCNT2,-0.207,0.023,0.765454545,678.5202,716.7404627
CGREF1,0.2401,0.023,0.765454545,295.0448,301.631832
CHST12,0.237,0.023,0.765454545,499.1516,519.3517049
CTAGE5,-0.2144,0.023,0.765454545,326.1375,338.8355141
EFEMP2,0.24643,0.023,0.765454545,2017.4087,2222.932745
EPC2,-0.2274,0.023,0.765454545,725.4509,747.2987605
FAM185A,0.2275,0.023,0.765454545,102.7054,104.8710954
FCHSD1,0.2188,0.023,0.765454545,276.8738,294.4176013
FKBP1B,0.221,0.023,0.765454545,164.9064,187.7285062
LY6H,0.2357,0.023,0.765454545,139.8058,355.2143036
MUC12,0.2214,0.023,0.765454545,16.7429,27.74649281
NFXL1,-0.2142,0.023,0.765454545,187.8801,188.2338892
PARVA,0.2372,0.023,0.765454545,1067.7576,1118.024099
PBX1,-0.2184,0.023,0.765454545,2091.2406,2362.948309
PHGDH,-0.21519,0.023,0.765454545,3015.9193,3393.636917
PRNP,0.2247,0.023,0.765454545,5033.0768,5347.130274
RAB15,0.2271,0.023,0.765454545,485.3772,557.312068
RAC1,0.2171,0.023,0.765454545,8720.202,8635.872198
RRAGB,-0.2264,0.023,0.765454545,472.8132,503.4891683
TMEM39A,-0.2146,0.023,0.765454545,305.9126,339.3317039
VILL,0.2144,0.023,0.765454545,123.1144,134.3905154
ZNF225,-0.2025,0.023,0.765454545,88.8993,94.06807549
ZNF439,-0.209,0.023,0.765454545,231.2684,238.9955389
ZNF567,-0.2076,0.023,0.765454545,182.8309,189.2995791
BCL11B,0.2102,0.024,0.765454545,29.9658,49.82078791
BTNL8,0.236,0.024,0.765454545,2.3034,3.531676797
CCNB1IP1,-0.2074,0.024,0.765454545,699.0596,814.9319902
COL25A1,-0.2161,2.40E-02,0.765454545,12.3362,50.27883529
CTSZ,0.219,0.024,0.765454545,2267.4406,3058.244846
HOXB7,0.2225,0.024,0.765454545,69.9136,132.9211712
LRP11,0.2144,0.024,0.765454545,400.152,423.7921807
MTL5,0.2208,0.024,0.765454545,5.2585,8.866041176
MYO1G,0.2223,0.024,0.765454545,105.4384,151.4924961
P4HA2,0.229,0.024,0.765454545,328.891,464.9198392
PLD3,0.2231,0.024,0.765454545,4825.8197,5406.268389
SCG5,0.2106,0.024,0.765454545,1512.8205,1724.444415
SLC46A1,0.21,0.024,0.765454545,672.3557,701.8800984
TAF2,-0.2181,0.024,0.765454545,532.3042,561.3401768
ZNF2,-0.2177,0.024,0.765454545,163.1811,164.6756167
ZNF419,-0.1983,0.024,0.765454545,223.676,233.2541493
ZNF549,-0.1976,0.024,0.765454545,260.711,273.1867516
ZNF581,-0.187,0.024,0.765454545,365.0307,390.6707154
ADPRH,0.2067,0.025,0.765454545,276.4955,287.3558768
AHNAK2,0.2178,0.025,0.765454545,226.3589,482.8663395
DDX39B,-0.1953,0.025,0.765454545,5513.2897,5579.624522
CHPF,0.2388,0.025,0.765454545,3477.5593,4129.954758
CMIP,0.2172,0.025,0.765454545,1142.7873,1173.633933
CMPK1,-0.1926,0.025,0.765454545,2363.3126,2502.481372
DMRTC1B,0.2054,0.025,0.765454545,48.0153,53.60092092
EIF2B5,-0.2088,0.025,0.765454545,944.5585,986.2859833
EIF2S1,-0.2081,0.025,0.765454545,1669.1011,1659.743888
ELANE,0.2308,0.025,0.765454545,3.0148,6.620421242
FGFBP2,0.2084,0.025,0.765454545,42.3099,129.383465
GABRD,0.2181,0.025,0.765454545,70.1827,125.3736523
LITAF,0.2046,0.025,0.765454545,2827.594,2859.913161
MAP1LC3A,0.211,0.025,0.765454545,812.2711,871.8096608
METTL1,0.2003,0.025,0.765454545,371.1855,1241.621905
MSRA,0.2141,0.025,0.765454545,503.5619,493.5997892
NANOS1,0.2099,0.025,0.765454545,119.0427,141.0242507
NCDN,0.2018,0.025,0.765454545,1489.7694,1770.188872
PLA2R1,0.2274,0.025,0.765454545,25.3998,69.27168333
PTGES,0.221,0.025,0.765454545,49.5841,111.6998278
SIK1,0.2153,0.025,0.765454545,343.0717,466.3358199
SORBS2,0.2422,0.025,0.765454545,283.3563,350.3854575
TEAD2,-0.20502,0.025,0.765454545,532.7439,681.7251248
ZBTB26,-0.2019,0.025,0.765454545,89.9598,98.05349412
ATF7IP,-0.2006,0.026,0.765454545,679.4156,718.0988278
BHLHE40,0.234,0.026,0.765454545,1802.3197,2159.971289
C2CD4C,0.1909,0.026,0.765454545,86.946,112.5183477
TMEM248,0.2214,0.026,0.765454545,3880.118,3917.584109
CDCP1,0.2078,0.026,0.765454545,181.8182,262.1205003
CECR1,0.1973,0.026,0.765454545,862.2423,1146.961807
EXOC3,0.2073,0.026,0.765454545,1099.915,1104.346049
FAM86B2,0.204,0.026,0.765454545,18.8938,22.50933333
GJD3,0.2193,0.026,0.765454545,61.0819,116.2359595
HOTAIR,0.2197,0.026,0.765454545,21.8166,62.45860098
ID1,-0.2113,0.026,0.765454545,913.8736,1060.987338
MAPT-IT1,0.2268,2.60E-02,0.765454545,4.8814,8.242136275
MAP2K3,0.2195,0.026,0.765454545,549.3117,608.4495654
MEGF10,0.2139,0.026,0.765454545,556.4313,677.41005
ORMDL3,0.2017,0.026,0.765454545,1403.6909,1433.521096
PALM2,0.2342,0.026,0.765454545,72.9193,96.22229118
PPP1R3F,0.2212,0.026,0.765454545,238.5417,262.8042324
PRKAR2B,0.2135,0.026,0.765454545,395.9157,464.8249755
RPL7L1,-0.1974,0.026,0.765454545,869.6655,858.2470395
SH3BP2,0.2074,0.026,0.765454545,1952.54,2043.367359
SNCB,0.2241,0.026,0.765454545,167.5078,399.3890935
STAC2,0.20602,0.026,0.765454545,349.5307,642.7427242
STARD7,-0.2479,0.026,0.765454545,5322.0685,5507.358812
VWC2L,0.2084,0.026,0.765454545,1.4193,3.734926144
ZNF440,-0.1865,0.026,0.765454545,229.8056,234.4855203
BACE1,0.2016,0.027,0.765454545,2688.7052,2785.835513
CCR7,0.2108,0.027,0.765454545,11.3406,15.25378431
CD83,0.2134,0.027,0.765454545,440.5738,523.5069203
CD99L2,0.2187,0.027,0.765454545,2782.9486,2865.960477
CLSTN1,0.20321,0.027,0.765454545,7927.7244,7865.005734
LINC01138,-0.2153,0.027,0.765454545,7.0598,10.85982582
GRM5,0.2127,0.027,0.765454545,48.3384,111.4250206
HIST3H2A,-0.1994,0.027,0.765454545,65.9062,102.0316627
KCNC4,0.2086,0.027,0.765454545,124.509,143.4058023
KCTD20,-0.2075,0.027,0.765454545,2074.5119,2193.000339
MAGEL2,0.188,0.027,0.765454545,47.0588,78.53427614
NCF2,0.2021,0.027,0.765454545,326.9076,380.4927131
SCN9A,0.2224,0.027,0.765454545,34.7985,85.76231732
SLC40A1,-0.22514,0.027,0.765454545,1451.7017,1909.981945
TIA1,-0.2007,0.027,0.765454545,1534.8958,1735.081977
TWIST1,0.1933,0.027,0.765454545,93.7764,139.379069
ULBP2,0.23,0.027,0.765454545,42.3032,53.91626928
WDR43,-0.2086,0.027,0.765454545,632.107,668.095952
ZNF780A,-0.1877,0.027,0.765454545,221.6142,227.957202
LINC00341,0.194,0.028,0.765454545,87.957,103.261033
VWA7,0.212,0.028,0.765454545,8.7193,14.35856536
CFAP58,0.1967,0.028,0.765454545,3.6258,9.449272876
CCDC87,0.2004,0.028,0.765454545,12.8205,19.14419837
CKAP4,0.2084,0.028,0.765454545,1750.8532,1947.0245
DHX15,-0.2156,0.028,0.765454545,2207.9343,2306.006735
DLEU1,-0.2108,0.028,0.765454545,134.7666,159.7849637
ELOVL3,0.2151,0.028,0.765454545,1.9084,3.289507843
ENO1,0.1896,0.028,0.765454545,30212.7406,32379.83626
GAN,-0.1876,0.028,0.765454545,50.6446,55.63473431
GUSBP2,-0.2009,0.028,0.765454545,6.0332,6.72130817
HIST1H2AK,-0.1948,0.028,0.765454545,4.7133,6.290340196
HS3ST2,0.2317,0.028,0.765454545,60.0191,115.6819046
KIAA0513,0.1974,0.028,0.765454545,562.9771,735.7034814
LOC100126784,0.2067,0.028,0.765454545,238.2902,320.5215556
NHLRC2,-0.1944,0.028,0.765454545,48.8506,52.92884804
RRN3P2,0.1872,0.028,0.765454545,17.1717,22.1234098
SERBP1,-0.1882,0.028,0.765454545,4890.7544,5048.335988
SOCS4,-0.2158,0.028,0.765454545,718.6705,724.4629761
TXNDC11,0.2031,0.028,0.765454545,638.8889,670.9197922
VASN,0.2199,0.028,0.765454545,443.9083,533.3688369
ZNF429,-0.2136,0.028,0.765454545,147.4496,152.4749379
ABR,0.2013,0.029,0.765454545,3688.3934,3846.117925
ATG9B,0.2091,0.029,0.765454545,43.4965,81.18413105
LINC01465,0.203,0.029,0.765454545,11.1288,14.2457585
CD79B,0.2101,0.029,0.765454545,11.4583,21.3344317
CHRNB2,0.2257,0.029,0.765454545,162.5014,231.1742134
CHST1,0.2057,0.029,0.765454545,385.1444,494.108217
FAM35BP,-0.1883,0.029,0.765454545,76.3029,85.49897124
GANC,-0.218,0.029,0.765454545,330.4644,332.213901
GRHPR,-0.2074,0.029,0.765454545,1949.2776,2056.259347
HDX,-0.221,0.029,0.765454545,64.8567,66.67935327
HK1,0.212,0.029,0.765454545,2201.5721,2393.854099
GTF2IRD1P1,0.2018,0.029,0.765454545,8.8547,12.9935768
MFSD5,0.1967,0.029,0.765454545,820.4144,844.3397859
NBL1,0.2291,0.029,0.765454545,821.101,1070.347089
NRCAM,0.1967,0.029,0.765454545,8691.6996,9784.476706
PNMA5,0.213,0.029,0.765454545,4.0305,10.46083431
RAB11FIP5,0.1984,0.029,0.765454545,717.6818,780.9060997
S100PBP,-0.1937,0.029,0.765454545,740.531,749.3974588
SEL1L3,0.2022,0.029,0.765454545,609.3215,873.5203049
SPAG4,0.215,0.029,0.765454545,64.5856,87.39100033
SYN1,0.2144,0.029,0.765454545,375.134,735.4362085
TMEM130,0.2097,0.029,0.765454545,156.4817,308.4060657
ZNF333,-0.1868,0.029,0.765454545,484.5231,505.3391546
ZNF441,-0.2022,0.029,0.765454545,243.3803,259.3771409
ZNF501,-0.2107,0.029,0.765454545,203.1077,201.4216781
ZNF761,-0.2116,0.029,0.765454545,201.028,212.9068925
AQP9,0.1925,0.03,0.765454545,83.029,173.4167837
ARSB,0.2072,0.03,0.765454545,513.5701,536.5863471
ARSI,0.21416,0.03,0.765454545,72.602,200.1670291
C1QTNF1,0.2026,0.03,0.765454545,1106.0948,1820.390398
C2CD2,0.2117,0.03,0.765454545,475.1324,533.1757876
CLDN11,0.1958,0.03,0.765454545,687.4355,1394.429173
DEDD,-0.2092,0.03,0.765454545,919.7197,946.4047876
EDARADD,0.2036,0.03,0.765454545,200.9959,233.3912487
FAM50B,0.2056,0.03,0.765454545,185.204,189.9992915
GNA12,0.2144,0.03,0.765454545,4904.1059,5079.965051
LINC00964,0.2149,0.03,0.765454545,1.3624,3.320164379
NOC3L,-0.216,0.03,0.765454545,304.4369,322.6168846
RASSF10,0.2265,0.03,0.765454545,7.8652,19.31962451
RWDD2B,-0.2225,0.03,0.765454545,355.7589,392.674519
RNF217-AS1,0.217,0.03,0.765454545,1.0718,1.636586601
TMEM52,0.197,0.03,0.765454545,3.3007,6.138149346
TMEM60,0.2011,0.03,0.765454545,467.5716,498.6175095
TPP1,0.201,0.03,0.765454545,6080.5515,6653.057846
WDR12,-0.1983,0.03,0.765454545,456.7642,486.0969595
WNT2,0.2098,0.03,0.765454545,5.6962,23.47874739
ZNF616,-0.2007,0.03,0.765454545,156.6472,162.4486958
ZNF765,-0.2104,0.03,0.765454545,194.6721,207.8160428
BLVRA,0.2013,0.031,0.765454545,969.0451,1011.11726
CLRN3,0.2087,0.031,0.765454545,1.8305,3.226440196
CLTB,0.2139,0.031,0.765454545,1277.6826,1294.474402
DUSP5,0.2131,0.031,0.765454545,339.861,419.0046255
EPHB2,0.196,0.031,0.765454545,650.1976,722.8005467
EPHB6,0.2027,0.031,0.765454545,180.1936,256.4071275
FSTL3,0.203,0.031,0.765454545,313.6496,415.8659869
GZMB,0.2287,0.031,0.765454545,8.8149,17.95722712
GPALPP1,-0.1879,0.031,0.765454545,247.7401,255.9164317
LRRC57,-0.2029,0.031,0.765454545,294.8082,309.1101902
NFKBIE,0.2153,0.031,0.765454545,345.6801,382.1079882
PCDHA12,0.2091,0.031,0.765454545,12.5428,30.41253562
PPFIA2,0.2072,0.031,0.765454545,59.8921,109.634516
RARA,0.2125,0.031,0.765454545,914.6853,983.7294212
SLC9A1,0.1966,0.031,0.765454545,763.7363,772.2834873
SPAG17,0.1899,0.031,0.765454545,4.0188,24.93265556
TGM2,0.2211,0.031,0.765454545,987.2287,1312.299906
TNIP1,0.1917,0.031,0.765454545,2033.2378,2115.285111
UNC5A,0.2057,0.031,0.765454545,107.089,179.5254258
WDR75,-0.1971,0.031,0.765454545,660.5263,702.9834275
ZNF175,-0.2037,0.031,0.765454545,211.8189,219.6278987
ZNF709,-0.1955,0.031,0.765454545,190.5837,205.1803056
ZNF793,-0.1905,0.031,0.765454545,167.6122,175.5041526
ALDH3B1,0.2079,0.032,0.767569061,252.4473,304.0501209
AMPD3,0.202,0.032,0.767569061,314.2202,366.2115487
ESPN,0.1851,0.032,0.767569061,10.5581,26.88221536
FLNC,0.195,0.032,0.767569061,2155.124,3369.668166
FOSL1,0.2247,0.032,0.767569061,126.0422,207.1929154
GPRIN1,0.2029,0.032,0.767569061,415.261,522.1859124
GRIA1,0.2012,3.20E-02,0.767569061,1181.1052,1563.878023
CDIPT-AS1,0.212,0.032,0.767569061,2.5757,4.885118954
MAPK11,0.1884,0.032,0.767569061,419.5273,466.6787516
MUT,-0.1977,0.032,0.767569061,772.2353,799.2546144
NSF,0.2014,0.032,0.767569061,1569.2708,1703.442497
PCDHB2,-0.19491,0.032,0.767569061,131.1368,239.3657072
PIK3CD,0.2199,0.032,0.767569061,290.76275,404.6070386
RGS14,0.1974,0.032,0.767569061,127.4952,143.6354141
RIMS1,0.2133,0.032,0.767569061,42.2476,80.90000294
RPLP0P2,0.2062,0.032,0.767569061,12.7927,18.85161176
SH2D5,0.207,0.032,0.767569061,33.8542,54.76310556
ZSCAN26,-0.2132,0.032,0.767569061,490.9148,486.5406075
ZNF550,-0.1909,0.032,0.767569061,173.5893,178.4434578
CACNB3,0.21473,0.033,0.767569061,387.0056,419.6378569
DES,0.2041,0.033,0.767569061,141.1094,217.3405912
DYNLT3,0.1938,0.033,0.767569061,742.8489,829.7880422
ECE2,0.1858,0.033,0.767569061,241.958,288.9288673
ENTPD2,0.2088,0.033,0.767569061,182.1815,449.0789814
GNL3,-0.206,0.033,0.767569061,1174.3625,1252.609822
HTR7,0.2016,0.033,0.767569061,15.1032,19.20388824
SLC25A48,-0.1972,0.033,0.767569061,22.4299,52.4425634
MAP2K1,0.1967,0.033,0.767569061,1532.907,1624.856243
POM121L9P,0.2216,0.033,0.767569061,51.4202,94.7958
SF3A3,-0.1842,0.033,0.767569061,1905.5365,1930.109569
SF3B1,-0.1959,0.033,0.767569061,4458.194,4529.850893
SLC18A1,0.2049,0.033,0.767569061,3.5114,15.80617582
WDR81,0.206,0.033,0.767569061,775.1895,767.1120644
ZNF114,-0.2108,0.033,0.767569061,63.7567,68.86760948
ZNF253,-0.2102,0.033,0.767569061,274.3918,297.2187454
ZNF256,-0.185,0.033,0.767569061,116.124,122.7052114
ZNF468,-0.2041,0.033,0.767569061,236.3335,251.5033007
ZNF540,-0.2163,0.033,0.767569061,122.1929,141.4308696
ZNF542P,-0.1866,0.033,0.767569061,734.62,751.7760497
ZNF551,-0.2055,0.033,0.767569061,140.1395,147.6835618
ZNF69,-0.1905,0.033,0.767569061,55.116,65.08375556
ZNF773,-0.1982,0.033,0.767569061,148.9875,154.8557301
ACADM,-0.19123,0.034,0.770605653,1172.5422,1229.453247
ANKRD10,-0.1735,0.034,0.770605653,1844.4005,2000.019123
SWT1,-0.1974,0.034,0.770605653,135.3659,141.0651212
C2,0.1892,0.034,0.770605653,636.3913,866.9897389
CHST2,0.2144,0.034,0.770605653,1262.368,1490.041611
EYA1,0.2102,0.034,0.770605653,108.6262,201.5411059
GUCA1B,-0.206,0.034,0.770605653,32.2453,36.17840882
HOXC11,0.2071,0.034,0.770605653,20.0652,47.27382712
IGFBP2,0.1874,0.034,0.770605653,9175.7188,11060.11655
MGAT4B,0.2188,0.034,0.770605653,1629.1702,1709.53945
NUDCD3,0.2086,0.034,0.770605653,3453.1856,3571.205021
OSCAR,0.2039,0.034,0.770605653,126.9095,147.560966
PAK1,0.2071,0.034,0.770605653,938.2958,1010.607115
RAB38,0.1995,0.034,0.770605653,20.0114,29.30453562
SLC9A2,0.21,0.034,0.770605653,2.9747,6.252375817
UBE2Z,0.2019,0.034,0.770605653,2061.1542,2104.952897
USP6NL,-0.2073,0.034,0.770605653,426.3449,445.4455294
ZNF460,-0.2058,0.034,0.770605653,31.6781,38.53399804
ZNF570,-0.2115,0.034,0.770605653,86.204,87.54256863
AOC1,0.2036,0.035,0.77129771,1.2927,2.220826144
BEX5,0.2173,0.035,0.77129771,80.4327,133.3575654
CPM,0.1816,0.035,0.77129771,936.7594,1616.086924
CRLS1,-0.1935,0.035,0.77129771,1197.6386,1305.528349
CXCL6,0.186,0.035,0.77129771,3.7847,37.06777026
DDX19B,-0.1968,0.035,0.77129771,513.4867,522.6282967
FAM149A,0.219,0.035,0.77129771,212.9693,239.2612526
HRASLS5,0.1863,0.035,0.77129771,72.5199,116.267219
KPNA5,-0.2026,0.035,0.77129771,75.7689,85.14059085
LETM2,0.2069,0.035,0.77129771,63.3503,71.24177516
LHFPL3,0.2123,0.035,0.77129771,1652.9088,2570.245528
NAA35,-0.198,0.035,0.77129771,420.8456,429.3305856
NOV,0.2013,0.035,0.77129771,155.2555,262.1670745
PLOD3,0.2053,0.035,0.77129771,2147.3238,2412.910173
RARRES1,0.2048,0.035,0.77129771,67.7026,303.8230288
TBX5,0.1984,0.035,0.77129771,4.1958,89.71494967
TMEM61,0.1836,0.035,0.77129771,5.7307,10.14794771
YKT6,0.2076,0.035,0.77129771,3908.5784,4143.144628
ZBTB11,-0.2097,0.035,0.77129771,494.506,496.4358725
ALOX15B,0.176,0.036,0.77129771,41.9847,105.6739895
PROSER2,-0.1993,0.036,0.77129771,17.6557,21.15241993
CA14,-0.2028,0.036,0.77129771,213.0366,322.79655
CBLN3,0.2128,0.036,0.77129771,39.5193,49.66541438
CCR6,0.1949,0.036,0.77129771,16.4237,17.77403693
EDNRA,-0.2072,0.036,0.77129771,511.7214,611.9848601
ELF5,0.201,0.036,0.77129771,2.8334,8.22750719
FAM35DP,-0.1782,0.036,0.77129771,29.9169,32.63996993
FIGF,0.2102,0.036,0.77129771,4.5386,5.694676144
GLUD1,-0.1951,0.036,0.77129771,3894.4954,4396.18843
MAPK8IP2,0.2139,0.036,0.77129771,535.0086,670.7043879
MSLN,0.1971,0.036,0.77129771,15.5304,48.77848007
MYO5A,0.1942,3.60E-02,0.77129771,1225.978,1366.737025
PHKB,-0.1863,0.036,0.77129771,1730.3901,1707.789221
PNMA6A,0.2105,0.036,0.77129771,145.8466,166.1120598
PNPLA4,0.1898,0.036,0.77129771,313.0009,320.2928879
SCARNA12,-0.2042,0.036,0.77129771,8.3845,13.40141078
SDK1,0.1899,0.036,0.77129771,197.0941,343.0277261
SLC4A3,0.2104,0.036,0.77129771,1260.6293,1277.414561
TEX2,0.1867,0.036,0.77129771,1224.2527,1264.67693
TLK1,-0.1962,3.60E-02,0.77129771,1223.8946,1284.164477
TSHZ2,0.22228,0.036,0.77129771,42.1607,62.27464804
WNK3,-0.1948,0.036,0.77129771,65.8683,83.1150049
ZNF184,-0.2017,0.036,0.77129771,308.6172,324.3725882
FGR,0.1828,0.037,0.771553785,230.3016,265.6997912
HCAR1,-0.189,0.037,0.771553785,9.4344,15.29042092
IRX5,0.1993,0.037,0.771553785,39.5177,59.05296634
NFYC-AS1,-0.1947,0.037,0.771553785,65.5474,75.19761438
NAGPA,0.1994,0.037,0.771553785,231.6076,250.6543732
PCDHB4,0.1893,0.037,0.771553785,61.6162,151.5264791
PLEKHA6,0.1895,0.037,0.771553785,336.9912,706.7215657
POLR1E,-0.1881,0.037,0.771553785,476.8372,489.3357425
PRKCD,0.2054,0.037,0.771553785,401.9936,433.343402
PTCD3,-0.193,0.037,0.771553785,1400.432,1459.533983
SHISA5,0.1896,0.037,0.771553785,4444.0895,4605.462335
ST8SIA3,0.2108,0.037,0.771553785,87.4089,233.4070931
TCF3,-0.1726,0.037,0.771553785,1903.6786,2007.802164
TOM1L2,0.1886,0.037,0.771553785,1550.4025,1569.69563
ACVR1B,0.1925,3.80E-02,0.771553785,879.216,887.9608529
ARHGEF37,0.211,0.038,0.771553785,283.5443,338.7128886
NATD1,0.1938,0.038,0.771553785,329.9156,337.3188438
CALB1,0.1905,0.038,0.771553785,15.5752,64.0604549
COX17,0.1895,0.038,0.771553785,285.8149,320.349502
CTXN2,0.1999,0.038,0.771553785,23.0588,26.94278889
CYGB,0.2125,0.038,0.771553785,64.3631,143.3133007
DGKE,0.2142,0.038,0.771553785,43.1993,62.89268203
HOXC10,0.1758,0.038,0.771553785,137.7442,226.9347895
HS6ST1,0.2111,0.038,0.771553785,1802.4837,1966.494279
ISLR2,0.2116,0.038,0.771553785,38.2301,89.57148889
PCDHB3,0.205,0.038,0.771553785,56.5553,159.7915141
PTCRA,0.1889,0.038,0.771553785,9.4178,15.04395
RBBP4,-0.1881,0.038,0.771553785,4580.2682,4764.200015
SEZ6,0.2011,0.038,0.771553785,692.1348,1615.205187
SLC25A22,0.2053,0.038,0.771553785,715.97,805.2477147
SLC2A6,0.2,0.038,0.771553785,228.0556,247.7973248
SSC4D,0.2022,0.038,0.771553785,68.5787,81.99778529
ZDHHC13,0.1958,0.038,0.771553785,230.9414,250.6416948
ZNF568,-0.1858,0.038,0.771553785,180.3701,186.7309618
CCDC114,0.1877,0.039,0.771553785,9.5823,16.60323562
CD276,0.2203,0.039,0.771553785,2910.9455,3128.094238
CXCL13,0.2079,0.039,0.771553785,4.7047,114.2691556
G0S2,0.1803,0.039,0.771553785,123.9259,191.4156477
GNB2L1,-0.1791,0.039,0.771553785,17260,18676.17466
GPCPD1,-0.1731,0.039,0.771553785,957.4026,1058.894441
H19,0.1948,0.039,0.771553785,504.1692,4122.237626
H6PD,0.191,0.039,0.771553785,1369.7749,1628.133313
ISPD,0.1962,0.039,0.771553785,88.62885,95.14339118
L2HGDH,-0.1982,0.039,0.771553785,173.1123,177.740732
LRRC15,0.203,0.039,0.771553785,9.4839,59.95650392
MYLK2,-0.1894,0.039,0.771553785,72.2559,88.18626863
NHLRC1,0.2052,0.039,0.771553785,31.5726,42.17351176
RUNX1,0.2068,0.039,0.771553785,704.306,913.846169
SLAMF8,0.196,0.039,0.771553785,215.9831,299.2789085
SLC25A5,-0.1941,0.039,0.771553785,5183.3507,5946.262655
SMOC2,0.2341,0.039,0.771553785,174.3571,270.9804755
SOD3,0.2019,0.039,0.771553785,265.26095,367.4070389
TMEM102,0.1886,0.039,0.771553785,90.6238,95.99764575
TP53,-0.2007,0.039,0.771553785,1681.1245,1780.028844
